Question,Answer,Card Type,Source File
"From the recipient's perspective, which type of transfer is generally preferred: cash or in-kind?","Cash transfers, because they allow the recipient to choose the optimal mix of goods, potentially reaching a higher indifference curve.",qa,examples/Microeconomics.pdf
"A higher wage makes leisure more costly relative to consumption, which is the basis of the {{c1::substitution effect}} on labor supply.",substitution effect,cloze,examples/Microeconomics.pdf
"When a person's wage rises, they are better off, and if leisure is a normal good, they desire more of it. This is the {{c1::income effect}} on labor supply.",income effect,cloze,examples/Microeconomics.pdf
The labor supply curve slopes upward if the {{c1::substitution effect}} is greater than the {{c2::income effect}}.,"substitution effect, income effect",cloze,examples/Microeconomics.pdf
The labor supply curve slopes backward if the {{c1::income effect}} is greater than the {{c2::substitution effect}}.,"income effect, substitution effect",cloze,examples/Microeconomics.pdf
"The historical trend of falling workweeks despite rising wages suggests that for labor supply, the {{c1::income effect}} dominates the substitution effect.",income effect,cloze,examples/Microeconomics.pdf
Lottery winnings and bequests are examples of changes in income that primarily demonstrate the {{c1::income effect}} on labor supply.,income effect,cloze,examples/Microeconomics.pdf
The decision between current consumption and saving for the future involves choosing between 'consumption when young' and '{{c1::consumption when old}}'.,consumption when old,cloze,examples/Microeconomics.pdf
"A higher interest rate makes consumption when old {{c1::less costly}} relative to consumption when young, which is the substitution effect on saving.",less costly,cloze,examples/Microeconomics.pdf
"When the interest rate rises, a person is better off, and if consumption in both periods is a normal good, they desire more of both. This is the {{c1::income effect}} on saving.",income effect,cloze,examples/Microeconomics.pdf
Saving increases if the {{c1::substitution effect}} of a higher interest rate is greater than the {{c2::income effect}}.,"substitution effect, income effect",cloze,examples/Microeconomics.pdf
Saving decreases if the {{c1::income effect}} of a higher interest rate is greater than the {{c2::substitution effect}}.,"income effect, substitution effect",cloze,examples/Microeconomics.pdf
Economists disagree on whether changes in tax policy aimed to encourage saving would have the intended effect due to the offsetting {{c1::income}} and {{c2::substitution}} effects.,"income, substitution",cloze,examples/Microeconomics.pdf
"An in-kind transfer of food stamps shifts the budget constraint outward, but only along the {{c1::food}} axis.",food,cloze,examples/Microeconomics.pdf
What is the primary difference in the budget constraint when a government provides an in-kind transfer of food compared to a cash transfer?,"An in-kind transfer creates a kink in the budget constraint, requiring the recipient to consume at least a certain amount of the specific good. A cash transfer allows full discretion.",qa,examples/Microeconomics.pdf
"If the government gives Paul an in-kind transfer of food, his budget constraint will have a {{c1::kink}} at the amount of food he must consume.",kink,cloze,examples/Microeconomics.pdf
Under what circumstances does an in-kind transfer have the same effect on a recipient's consumption and welfare as a cash transfer?,"When the in-kind transfer does not force the recipient to consume more of the good than they would have on their own (i.e., the constraint is not binding).",qa,examples/Microeconomics.pdf
When would a recipient prefer a cash transfer over an in-kind transfer of a good?,"If the in-kind transfer forces the recipient to consume more of the good than they would have chosen on their own, they prefer the cash transfer.",qa,examples/Microeconomics.pdf
"If an in-kind transfer forces the recipient to consume more of the good than they would on their own, the recipient prefers the {{c1::cash transfer}}.",cash transfer,cloze,examples/Microeconomics.pdf
"How does an in-kind transfer typically affect a recipient's indifference curve compared to a cash transfer, if the in-kind constraint is binding?","If the in-kind constraint is binding, it forces the recipient to a lower (and thus less preferred) indifference curve compared to a cash transfer.",qa,examples/Microeconomics.pdf
Does the theory of consumer choice aim to provide a literal account of how people make decisions?,"No, it is a model and not intended to be completely realistic; it serves as a metaphor for how consumers make decisions.",qa,examples/Microeconomics.pdf
"The theory of consumer choice is best viewed as a {{c1::metaphor}} for how consumers make decisions, rather than a literal account.",metaphor,cloze,examples/Microeconomics.pdf
"What is the purpose of economic models like the theory of consumer choice, if they are not completely realistic?","They describe an implicit psychological process in a way that permits explicit economic analysis, allowing economists to understand and predict behavior.",qa,examples/Microeconomics.pdf
The test of an economic theory is in its {{c1::applications}}.,applications,cloze,examples/Microeconomics.pdf
A consumer's {{c1::budget constraint}} shows the possible combinations of different goods they can buy given their income and the prices of the goods.,budget constraint,cloze,examples/Microeconomics.pdf
What does the slope of the budget constraint represent?,The relative price of the goods.,qa,examples/Microeconomics.pdf
The slope of the budget constraint equals the {{c1::relative price}} of the goods.,relative price,cloze,examples/Microeconomics.pdf
"A consumer's {{c1::indifference curves}} represent their preferences, showing various bundles of goods that make the consumer equally happy.",indifference curves,cloze,examples/Microeconomics.pdf
What does a higher indifference curve signify?,"Points on higher indifference curves are preferred to points on lower indifference curves, indicating a higher level of satisfaction.",qa,examples/Microeconomics.pdf
What is the marginal rate of substitution (MRS)?,"The slope of an indifference curve at any point, representing the rate at which the consumer is willing to trade one good for the other.",qa,examples/Microeconomics.pdf
The slope of an indifference curve at any point is the consumer's {{c1::marginal rate of substitution}} (MRS).,marginal rate of substitution,cloze,examples/Microeconomics.pdf
What condition must be met for a consumer to achieve optimal consumption?,"The consumer optimizes by choosing the point on their budget constraint that lies on the highest indifference curve, where the slope of the indifference curve (MRS) equals the slope of the budget constraint (relative price).",qa,examples/Microeconomics.pdf
"At the optimal consumption choice, the marginal rate of substitution (MRS) equals the {{c1::relative price}} of the goods.",relative price,cloze,examples/Microeconomics.pdf
"When the price of a good falls, the impact on consumption can be broken down into an {{c1::income effect}} and a {{c2::substitution effect}}.",income effect; substitution effect,cloze,examples/Microeconomics.pdf
Define the income effect when the price of a good falls.,"The income effect is the change in consumption that arises because a lower price makes the consumer effectively better off, allowing them to reach a higher indifference curve.",qa,examples/Microeconomics.pdf
